Name,Listing_type,Location,Rating,Host,Beds,DiscountedPrice,OriginalPrice,Latitude,Longitude,City,State,Country
Every stay gets a set of New Sheets and Towels,Entire apartment,"Downtown Atlanta, Atlanta",9.0,Superb,3,687,334,33.7543408,-84.3870791,Atlanta,Georgia,United States
Tybee Wishes,Entire apartment,Tybee Island,8.3,Very good,1,565,310,31.9987321,-80.8469427,,Georgia,United States
Luxury Condos at Thousand Hills - Branson -Beautifully Remodeled,Entire apartment,Branson,9.4,Superb,3,729,0,36.6411357,-93.2175285,,Missouri,United States
The Beach Club Resort and Spa V,Entire apartment,Gulf Highlands,9.0,Superb,2,478,238,30.2313147,-87.8797145,,Alabama,United States
Coral Springs Resort,Entire apartment,Washington,7.3,Good,3,1155,386,38.8950368,-77.0365427,Washington,District of Columbia,United States
Sanibel Condominiums,Entire apartment,Gulf Shores,7.9,Good,2,418,0,30.2711224,-87.6893826,,Alabama,United States
Centerpoint Trail Cabin- Perfect hiking just steps away,Entire chalet,Compton,8.6,Fabulous,8,724,238,33.894927,-118.226624,,California,United States
Mighty Pines,Entire holiday home,Lake Arrowhead,,Exceptional,2,2444,405,34.2585615,-117.18300401517857,,California,United States
Gulf View II,Entire apartment,"Miramar Beach, Destin",7.3,Good,4,346,0,30.3776819,-86.3415734,,Florida,United States
Sonder The Schaeffer,Private suite,"French Quarter (Vieux Carré), New Orleans",8.0,Very good,2,972,0,29.9595056,-90.0655668,New Orleans,Louisiana,United States
Mutiny Sands Waterview,Entire holiday home,Freeland,8.7,Fabulous,2,704,0,46.6775057,-63.9629222,,Prince Edward Island,Canada
Chalet of Dreams,Entire holiday home,Pigeon Forge,8.3,Very good,3,1332,0,35.7884241,-83.5543329,,Tennessee,United States
"Designed 2BR with Balcony, Pool & Gym",Entire apartment,Bradenton,8.9,Fabulous,1,887,0,27.4989278,-82.5748194,Bradenton,Florida,United States
Magnificent views in Murphy,Entire apartment,Murphy,9.3,Superb,1,595,0,33.0151208,-96.6130478,,Texas,United States
Newly Remodeled Private Luxe Casita W Ocean Views,Entire apartment,Cardiff-by-the-Sea,,Exceptional,3,2312,0,33.0220155,-117.2803463,,California,United States
Gulf Dunes,Entire apartment,Fort Walton Beach,7.7,Good,4,447,0,30.4057552,-86.618842,,Florida,United States
Oceania Plaza & Suites,Entire apartment,New Smyrna Beach,7.9,Good,2,746,0,29.0258132,-80.9271271,New Smyrna Beach,Florida,United States
Emerald Isle #1607,Entire apartment,Pensacola Beach,,Exceptional,4,865,0,30.3342348,-87.1350979,,Florida,United States
Bayou Vue,Entire holiday home,Pensacola,7.0,Good,3,433,0,30.421309,-87.2169149,Pensacola,Florida,United States
Nightingale,Entire apartment,Saugatuck,8.0,Very good,1,1118,0,42.6549244,-86.2040552,,Michigan,United States
Bright stylish &great location 2bd Apartment,Entire apartment,"Philadelphia City Center, Philadelphia",8.1,Very good,3,401,0,39.9525541,-75.15202163851058,Philadelphia,Pennsylvania,United States
420Waldburg A · Modern Apt with Southern Charm Blocks from Forsyth,Entire apartment,"Downtown Savannah, Savannah",8.9,Fabulous,3,1529,0,32.075281950000004,-81.0984566550849,Savannah,Georgia,United States
Tidewater Beach Resort XII,Entire apartment,Panama City Beach,7.2,Good,4,456,0,30.1765914,-85.805386,,Florida,United States
St Aug Ocean and Racquet,Entire apartment,St. Augustine,8.0,Very good,3,596,0,29.8946952,-81.3145395,,Florida,United States
The Aria II @ Tuscana Resort,Entire apartment,Kissimmee,7.0,Good,4,936,0,28.2918995,-81.4075838,Kissimmee,Florida,United States
Sapphire Condominiums,Entire apartment,South Padre Island,8.8,Fabulous,1,645,0,26.1036887,-97.1646938,,Texas,United States
Mountain Escape - Endless Views - 2 Pools/Hot Tub,Entire apartment,Gatlinburg,7.7,Good,3,1423,0,35.714259,-83.5101638,,Tennessee,United States
"Mini Pearl, Private 2 BR - 1 block to BEACH!",Entire apartment,Tybee Island,,Exceptional,5,0,0,31.9987321,-80.8469427,,Georgia,United States
Convenient Pensacola Home with Deck and Fire Pit!,Entire holiday home,Pensacola,9.3,Superb,3,0,0,30.421309,-87.2169149,Pensacola,Florida,United States
Roan and Black,Entire holiday home,Saugatuck,8.5,Very good,2,0,0,42.6549244,-86.2040552,,Michigan,United States
so cozy LAZYBEARTIME private HOTTUB,Entire holiday home,Big Bear Lake,9.5,Exceptional,1,0,0,34.2440587,-116.91018,,California,United States
Rustic Hot tub Mountain house,Entire holiday home,Tallassee,8.5,Very good,4,0,0,32.5368152,-85.8987271,,Alabama,United States
PINTOs HOTEL,Entire apartment,Hallandale Beach,,Exceptional,3,0,0,25.9812025,-80.148379,,Florida,United States
Beach Colony of Perdido E02D,Entire apartment,Perdido Key,9.2,Superb,4,0,0,30.26751325,-87.59136205863628,Orange Beach,Alabama,United States
FRONTDESK Cedar Flats Apts Uptown Charlotte,Entire apartment,"Downtown Charlotte, Charlotte",8.5,Very good,2,0,0,45.1925779,-67.2776251,St. Stephen,New Brunswick / Nouveau-Brunswick,Canada
Atlanta Downtown! High Rise! Onsite Parking! LM1402,Entire apartment,"Downtown Atlanta, Atlanta",7.7,Good,2,0,0,33.7543408,-84.3870791,Atlanta,Georgia,United States
"Newly Renovated 2BR Townhouse at Gulf Highlands - 5 Min Walk to the Beach, 11 Pools!",Entire holiday home,Panama City Beach,8.5,Very good,4,0,0,30.1765914,-85.805386,,Florida,United States
Village at Winnipesaukee 59 Treetop #432,Entire apartment,Laconia,9.0,Superb,3,0,0,43.5278546,-71.470351,Laconia,New Hampshire,United States
Highly Rated 2 Bedroom Condo With Private Patio & Reserved Parking,Entire apartment,"Greenway Plaza-Upper Kirby, Houston",9.5,Exceptional,3,0,0,29.7319011,-95.4298519,Houston,Texas,United States
Tidewater Beach Resort VI,Entire apartment,Panama City Beach,7.5,Good,3,0,0,30.1765914,-85.805386,,Florida,United States
Kid-Friendly Townhouse Near Lake & Sports Complex,Entire apartment,Guntersville,9.7,Exceptional,3,0,0,34.3581474,-86.2947041,,Alabama,United States
Gulf Highlands 170 Gulf Highlands Blvd,Entire holiday home,Panama City Beach,7.0,Good,3,0,0,30.1765914,-85.805386,,Florida,United States
The Art Palace,Entire apartment,Philadelphia,8.4,Very good,3,0,0,39.9527237,-75.1635262,Philadelphia,Pennsylvania,United States
Cozy & Spacious Lake Town condo accommodates 6,Entire apartment,Panama City Beach,8.0,Very good,3,0,0,30.1765914,-85.805386,,Florida,United States
"Central Anchorage Condo, Walk to Town and Coast!",Entire apartment,"Downtown Anchorage, Anchorage",8.0,Very good,2,0,0,61.22290665,-149.883628575,Anchorage,Alaska,United States
It's a Shore Thing,Entire apartment,St. Augustine,,Exceptional,4,0,0,29.8946952,-81.3145395,,Florida,United States
Falling Water Chalet Near Bike Trails!,Entire holiday home,Bella Vista,9.0,Superb,5,0,0,36.4678036,-94.2669727,,Arkansas,United States
Peace on Poppy Street,Entire holiday home,Boise,9.0,Superb,2,0,0,43.6166163,-116.200886,Boise,Idaho,United States
"Viagem Superb 2BR With Parking, Patio near Shops",Entire apartment,Tampa,8.3,Very good,1,0,0,27.9477595,-82.458444,Tampa,Florida,United States
Hawaiian Paradise,Entire holiday home,Pahoa,7.0,Good,3,0,0,19.4967518,-154.9500722,,Hawaii,United States
Chateau at Canyon Lake,Entire vill,Canyon Lake,,Exceptional,4,0,0,33.6836539,-117.262615,,California,United States
Sunrise Suites Grand Bahama Suite #106,Entire apartment,Key West,8.6,Fabulous,2,0,0,24.5625566,-81.7724368,,Florida,United States
Luxury Apartments - Newark Int Airport - Evonify Stays,Entire apartment,Elizabeth,8.1,Very good,4,0,0,40.6639916,-74.2107006,Elizabeth,New Jersey,United States
Blue Door Duplex Renovated Parking and Designed,Entire apartment,Cutler Bay,,Exceptional,3,0,0,25.5783,-80.3377,,Florida,United States
"Comfy, Convenient Close to Rehoboth and Lewes!",Entire apartment,Rehoboth Beach,9.9,Exceptional,2,0,0,38.7164771,-75.0835107,,Delaware,United States
Lakeview Condo with Resort Pool 2 Miles to Golf!,Entire apartment,Pinehurst,8.5,Very good,4,0,0,30.1071543,-93.7746117,,Texas,United States
Islander Condominiums III,Entire apartment,Fort Walton Beach,8.6,Fabulous,4,0,0,30.4057552,-86.618842,,Florida,United States
Unit 22 - Treetop 2 Bedroom Villa,Entire holiday home,Four Seasons,9.0,Superb,3,330,0,38.1948332,-92.709765,,Missouri,United States
*New Cabin 5min From Parkway*Deer Hollow,Entire holiday home,Sevierville,7.4,Good,3,1785,0,35.8667112,-83.5620518,,Tennessee,United States
Show Low Home with Deck and Grill - 13 Mi to Hon-Dah!,Entire holiday home,Show Low,8.5,Very good,2,488,0,34.2542084,-110.029832,Show Low,Arizona,United States
Viagem Beautiful 2BR with Balcony,Entire apartment,Bradenton,7.2,Good,1,1116,247,27.4989278,-82.5748194,Bradenton,Florida,United States
West Cleveland Up Apartment WE ALLOW PETS,Entire apartment,Cleveland,8.0,Very good,2,455,0,41.4996574,-81.6936772,Cleveland,Ohio,United States
2 Bed 2 Bath Vacation home in Scottsdale,Entire holiday home,Scottsdale,8.7,Fabulous,2,526,0,33.4942189,-111.9260184,Scottsdale,Arizona,United States
Plantation Dunes III,Entire apartment,Gulf Shores,8.7,Fabulous,4,466,0,30.2711224,-87.6893826,,Alabama,United States
Joseph,Entire holiday home,Port Charlotte,8.1,Very good,2,773,0,26.982419999999998,-82.10688734598534,Port Charlotte,Florida,United States
Surfside Beach Escape with Pool - Walk to Ocean!,Entire apartment,"Surfside Beach, Myrtle Beach",9.5,Exceptional,2,337,0,33.62016835,-78.97205492008857,,South Carolina,United States
Hilton Hideaway,Entire apartment,Fairbanks,9.0,Superb,4,416,0,64.837845,-147.716675,Fairbanks,Alaska,United States
StoneRidge Golf Condo with Pool Access and Mtn Views!,Entire apartment,Blanchard,8.2,Very good,2,392,0,40.5791636,-95.2217058,,Iowa,United States
2 Bedroom Renovated Townhouse in Downtown Savannah,Entire apartment,"Downtown Savannah, Savannah",8.4,Very good,3,1258,0,32.075281950000004,-81.0984566550849,Savannah,Georgia,United States
Sea Nymph,Entire apartment,"Boardwalk, Ocean City",7.1,Good,7,392,0,39.2679447,-74.586521,,New Jersey,United States
NEW Stylish & Cozy Unit near Folsom Lake,Entire vill,Orangevale,,Exceptional,2,2437,0,38.6840715,-121.21839903078865,,California,United States
Spacious&stylish 2bd apt with great location!,Entire apartment,"Philadelphia City Center, Philadelphia",8.0,Very good,3,416,0,39.9525541,-75.15202163851058,Philadelphia,Pennsylvania,United States
"2BED/1 BATH SPACIOUS APT BOARDWALK, BEACH, CASINOS",Entire apartment,Atlantic City,8.3,Very good,1,694,0,39.3642852,-74.4229351,Atlantic City,New Jersey,United States
Ocean Reef,Entire apartment,Gulf Shores,7.1,Good,3,416,0,30.2711224,-87.6893826,,Alabama,United States
Buena Vista Cottage,Entire holiday home,Miami,8.2,Very good,3,769,0,25.7741728,-80.19362,Miami,Florida,United States
